Company Name,Industry,Symbol,Series
Quick Heal Technologies Ltd,IT - Software,QUICKHEAL,EQ
Quint Digital Ltd,IT - Software,QUINT,EQ
Race Eco Chain Ltd,Trading,RACE,EQ
RACL Geartech Ltd,Auto Ancillaries,RACLGEAR,EQ
Radhika Jeweltech Ltd,"Diamond, Gems and Jewellery",RADHIKAJWE,EQ
Radiant Cash Management Services Ltd,Miscellaneous,RADIANTCMS,EQ
Railtel Corporation of India Ltd,Railways,RAILTEL,EQ
Rain Industries Ltd,Miscellaneous,RAIN,EQ
Rainbow Childrens Medicare Ltd,Healthcare,RAINBOW,EQ
Rajesh Exports Ltd,"Diamond, Gems and Jewellery",RAJESHEXPO,EQ
Rajoo Engineers Ltd,Capital Goods-Non Electrical Equipment,RAJOOENG,EQ
Rajratan Global Wire Ltd,Steel,RAJRATAN,EQ
Raj Rayon Industries Ltd,Textiles,RAJRILTD,EQ
Rajshree Sugars & Chemicals Ltd,Sugar,RAJSREESUG,EQ
Rallis India Ltd,Agro Chemicals,RALLIS,EQ
Shree Rama Newsprint Ltd,Miscellaneous,RAMANEWS,EQ
Rama Phosphates Ltd,Fertilizers,RAMAPHO,EQ
Rama Steel Tubes Ltd,Steel,RAMASTEEL,EQ
Advit Jewels Ltd,"Diamond, Gems and Jewellery",RAMBHAJO,EQ
The Ramco Cements Ltd,Cement,RAMCOCEM,EQ
Ramco Industries Ltd,Cement - Products,RAMCOIND,EQ
Ramco Systems Ltd,IT - Software,RAMCOSYS,EQ
Ramky Infrastructure Ltd,Infrastructure Developers & Operators,RAMKY,EQ
Ram Ratna Wires Ltd,Non Ferrous Metals,RAMRAT,EQ
Rana Sugars Ltd,Sugar,RANASUG,EQ
Rane Holdings Ltd,Finance,RANEHOLDIN,EQ
Rategain Travel Technologies Ltd,IT - Software,RATEGAIN,EQ
Ratnamani Metals & Tubes Ltd,Capital Goods-Non Electrical Equipment,RATNAMANI,EQ
Ratnaveer Precision Engineering Ltd,Steel,RATNAVEER,EQ
Raymond Ltd,Air Transport Service,RAYMOND,EQ
Raymond Lifestyle Ltd,Textiles,RAYMONDLSL,EQ
Raymond Realty Ltd,Realty,RAYMONDREL,EQ
Restaurant Brands Asia Ltd,Quick Service Restaurant,RBA,EQ
RBZ Jewellers Ltd,"Diamond, Gems and Jewellery",RBZJEWEL,EQ
Rashtriya Chemicals & Fertilizers Ltd,Fertilizers,RCF,EQ
Reliance Communications Ltd,Telecom-Service,RCOM,EQ
Redington Ltd,Trading,REDINGTON,EQ
Redtape Ltd,Retail,REDTAPE,EQ
Refex Industries Ltd,Trading,REFEX,EQ
Regaal Resources Ltd,Miscellaneous,REGAAL,EQ
Regency Ceramics Ltd,Ceramic Products,REGENCERAM,EQ
Relaxo Footwears Ltd,Leather,RELAXO,EQ
Reliance Chemotex Industries Ltd,Textiles,RELCHEMQ,EQ
Reliance Industries Ltd,Refineries,RELIANCE,EQ
Reliance Infrastructure Ltd,Infrastructure Developers & Operators,RELINFRA,EQ
Ravindra Energy Ltd,Capital Goods - Electrical Equipment,RELTD,EQ
Remsons Industries Ltd,Auto Ancillaries,REMSONSIND,EQ
Shree Renuka Sugars Ltd,Sugar,RENUKA,EQ
Rudrabhishek Enterprises Ltd,Miscellaneous,REPL,EQ
Repro India Ltd,Printing & Stationery,REPRO,EQ
Responsive Industries Ltd,Plastic products,RESPONIND,EQ
Renaissance Global Ltd,"Diamond, Gems and Jewellery",RGL,EQ
RHI Magnesita India Ltd,Refractories,RHIM,EQ
Robust Hotels Ltd,Hotels & Restaurants,RHL,EQ
Rico Auto Industries Ltd,Auto Ancillaries,RICOAUTO,EQ
Reliance Industrial Infrastructure Ltd,Logistics,RIIL,EQ
Rishabh Instruments Ltd,Capital Goods - Electrical Equipment,RISHABH,EQ
Ritco Logistics Ltd,Logistics,RITCO,EQ
Rites Ltd,Miscellaneous,RITES,EQ
RKEC Projects Ltd,Infrastructure Developers & Operators,RKEC,EQ
Ramkrishna Forgings Ltd,"Castings, Forgings & Fastners",RKFORGE,EQ
R K Swamy Ltd,Media - Print/Television/Radio,RKSWAMY,EQ
R M Drip & Sprinklers Systems Ltd,Plastic products,RMDRIP,EQ
Rane (Madras) Ltd,Auto Ancillaries,RML,EQ
R&B Denims Ltd,Textiles,RNBDENIMS,EQ
Royal Orchid Hotels Ltd,Hotels & Restaurants,ROHLTD,EQ
Rolex Rings Ltd,Auto Ancillaries,ROLEXRINGS,EQ
Rossari Biotech Ltd,Chemicals,ROSSARI,EQ
Rossell India Ltd,Plantation & Plantation Products,ROSSELLIND,EQ
Rossell Techsys Ltd,Aerospace & Defence,ROSSTECH,EQ
Roto Pumps Ltd,Capital Goods-Non Electrical Equipment,ROTO,EQ
Route Mobile Ltd,IT - Software,ROUTE,EQ
RPG Life Sciences Ltd,Pharmaceuticals,RPGLIFE,EQ
Reliance Power Ltd,Power Generation & Distribution,RPOWER,EQ
RPP Infra Projects Ltd,Infrastructure Developers & Operators,RPPINFRA,EQ
RPSG Ventures Ltd,IT - Software,RPSGVENT,EQ
Rashi Peripherals Ltd,Trading,RPTECH,EQ
R R Kabel Ltd,Cables,RRKABEL,EQ
Rajputana Stainless Ltd,Steel,RSL,EQ
R S Software (India) Ltd,IT - Software,RSSOFTWARE,EQ
RSWM Ltd,Textiles,RSWM,EQ
R Systems International Ltd,IT - Software,RSYSTEMS,EQ
RattanIndia Enterprises Ltd,Finance,RTNINDIA,EQ
RattanIndia Power Ltd,Power Generation & Distribution,RTNPOWER,EQ
Rubfila International Ltd,Plantation & Plantation Products,RUBFILA,EQ
Rubicon Research Ltd,Pharmaceuticals,RUBICON,EQ
Ruby Mills Ltd,Textiles,RUBYMILLS,EQ
Ruchira Papers Ltd,Paper,RUCHIRA,EQ
Rupa & Company Ltd,Textiles,RUPA,EQ
Rushil Decor Ltd,Plywood Boards/Laminates,RUSHIL,EQ
Keystone Realtors Ltd,Realty,RUSTOMJEE,EQ
Ravinder Heights Ltd,Realty,RVHL,EQ
Rail Vikas Nigam Ltd,Infrastructure Developers & Operators,RVNL,EQ
Revathi Equipment India Ltd,Engineering,RVTH,EQ
S & S Power Switchgear Ltd,Capital Goods - Electrical Equipment,S&SPOWER,EQ
Saatvik Green Energy Ltd,Capital Goods - Electrical Equipment,SAATVIKGL,EQ
Sadhana Nitro Chem Ltd,Chemicals,SADHNANIQ,EQ
Safari Industries (India) Ltd,Plastic products,SAFARI,EQ
Sagar Cements Ltd,Cement,SAGCEM,EQ
Sagility Ltd,IT - Software,SAGILITY,EQ
Sahyadri Industries Ltd,Cement - Products,SAHYADRI,EQ
Steel Authority of India Ltd,Steel,SAIL,EQ
Sai Life Sciences Ltd,Pharmaceuticals,SAILIFE,EQ
Sai Parenterals Ltd,Pharmaceuticals,SAIPARENT,EQ
Sakar Healthcare Ltd,Pharmaceuticals,SAKAR,EQ
Sakthi Sugars Ltd,Sugar,SAKHTISUG,EQ
Saksoft Ltd,IT - Software,SAKSOFT,EQ
Sakuma Exports Ltd,Trading,SAKUMA,EQ
Salasar Techno Engineering Ltd,Steel,SALASAR,EQ
Salona Cotspin Ltd,Textiles,SALONA,EQ
SAL Steel Ltd,Steel,SALSTEEL,EQ
Salzer Electronics Ltd,Capital Goods - Electrical Equipment,SALZERELEC,EQ
Sambhv Steel Tubes Ltd,Steel,SAMBHV,EQ
Samhi Hotels Ltd,Hotels & Restaurants,SAMHI,EQ
Sanathan Textiles Ltd,Textiles,SANATHAN,EQ
Sandesh Ltd,Media - Print/Television/Radio,SANDESH,EQ
Sandhar Technologies Limited,Auto Ancillaries,SANDHAR,EQ
Sandur Manganese & Iron Ores Ltd,Mining & Mineral products,SANDUMA,EQ
Sangam (India) Ltd,Textiles,SANGAMIND,EQ
Sanghvi Movers Ltd,Miscellaneous,SANGHVIMOV,EQ
Sanginita Chemicals Ltd,Chemicals,SANGINITA,EQ
Sanofi India Ltd,Pharmaceuticals,SANOFI,EQ
Sanofi Consumer Healthcare India Ltd,Pharmaceuticals,SANOFICONR,EQ
Sansera Engineering Ltd,Auto Ancillaries,SANSERA,EQ
Sanstar Ltd,FMCG,SANSTAR,EQ
Sapphire Foods India Ltd,Quick Service Restaurant,SAPPHIRE,EQ
Sarda Energy & Minerals Ltd,Steel,SARDAEN,EQ
Sarla Performance Fibers Ltd,Textiles,SARLAPOLY,EQ
Sarveshwar Foods Ltd,FMCG,SARVESHWAR,EQ
Sasken Technologies Ltd,IT - Software,SASKEN,EQ
Saurashtra Cement Ltd,Cement,SAURASHCEM,EQ
SBC Exports Ltd,Textiles,SBC,EQ
Shivalik Bimetal Controls Ltd,Non Ferrous Metals,SBCL,EQ
Suratwwala Business Group Ltd,Realty,SBGLP,EQ
Schaeffler India Ltd,Bearings,SCHAEFFLER,EQ
S Chand & Company Ltd,Printing & Stationery,SCHAND,EQ
Schneider Electric Infrastructure Ltd,Capital Goods - Electrical Equipment,SCHNEIDER,EQ
Shipping Corporation of India Ltd,Shipping,SCI,EQ
Shipping Corporation of India Land & Assets Ltd,Education,SCILAL,EQ
Scoda Tubes Ltd,Steel,SCODATUBES,EQ
Sheetal Cool Products Ltd,FMCG,SCPL,EQ
SEAMEC Ltd,Miscellaneous,SEAMECLTD,EQ
Secmark Consultancy Ltd,IT - Software,SECMARK,EQ
Sedemac Mechatronics Ltd,Electronics,SEDEMAC,EQ
Sejal Glass Ltd,Glass & Glass Products,SEJALLTD,EQ
Semac Construction Ltd,Infrastructure Developers & Operators,SEMAC,EQ
Senco Gold Ltd,"Diamond, Gems and Jewellery",SENCO,EQ
Senores Pharmaceuticals Ltd,Pharmaceuticals,SENORES,EQ
SEPC Ltd,Infrastructure Developers & Operators,SEPC,EQ
Servotech Renewable Power System Ltd,Capital Goods - Electrical Equipment,SERVOTECH,EQ
Seshasayee Paper & Boards Ltd,Paper,SESHAPAPER,EQ
Setco Automotive Ltd,Auto Ancillaries,SETCO,EQ
Standard Engineering Technology Ltd,Capital Goods-Non Electrical Equipment,SETL,EQ
Sheela Foam Ltd,Consumer Durables,SFL,EQ
Synergy Green Industries Ltd,"Castings, Forgings & Fastners",SGIL,EQ
Shadowfax Technologies Ltd,Logistics,SHADOWFAX,EQ
Shah Metacorp Ltd,Steel,SHAH,EQ
Shah Alloys Ltd,Steel,SHAHALLOYS,EQ
Shaily Engineering Plastics Ltd,Plastic products,SHAILY,EQ
Shakti Pumps (India) Ltd,Capital Goods-Non Electrical Equipment,SHAKTIPUMP,EQ
Shalby Ltd,Healthcare,SHALBY,EQ
Shalimar Paints Ltd,Paints/Varnish,SHALPAINTS,EQ
Shankara Building Products Ltd,Retail,SHANKARA,EQ
Shankesh Jewellers Ltd,"Diamond, Gems and Jewellery",SHANKESH,EQ
Shanthi Gears Ltd,Capital Goods-Non Electrical Equipment,SHANTIGEAR,EQ
Shanti Gold International Ltd,"Diamond, Gems and Jewellery",SHANTIGOLD,EQ
Sharda Cropchem Ltd,Agro Chemicals,SHARDACROP,EQ
Sharda Motor Industries Ltd,Auto Ancillaries,SHARDAMOTR,EQ
Shilpa Medicare Ltd,Pharmaceuticals,SHILPAMED,EQ
Shiprocket Ltd,E-Commerce/App based Aggregator,SHIPROCKET,EQ
Shivalik Rasayan Ltd,Agro Chemicals,SHIVALIK,EQ
Shivam Autotech Ltd,Auto Ancillaries,SHIVAMAUTO,EQ
Shiva Texyarn Ltd,Textiles,SHIVATEX,EQ
Shiv Aum Steels Ltd,Steel,SHIVAUM,EQ
S H Kelkar & Company Ltd,Chemicals,SHK,EQ
Shoppers Stop Ltd,Retail,SHOPERSTOP,EQ
Shradha Realty Ltd,Realty,SHRADHA,EQ
Shree Digvijay Cement Co Ltd,Cement,SHREDIGCEM,EQ
Shree Cement Ltd,Cement,SHREECEM,EQ
Shreeji Shipping Global Ltd,Shipping,SHREEJISPG,EQ
Shree Pushkar Chemicals & Fertilizers Ltd,Chemicals,SHREEPUSHK,EQ
Shree Rama Multi-Tech Ltd,Packaging,SHREERAMA,EQ
Shreyans Industries Ltd,Paper,SHREYANIND,EQ
Shringar House of Mangalsutra Ltd,"Diamond, Gems and Jewellery",SHRINGARMS,EQ
SPR Auto Technologies Ltd,Auto Ancillaries,SHRIPISTON,EQ
Shriram Properties Ltd,Realty,SHRIRAMPPS,EQ
Shyam Metalics & Energy Ltd,Steel,SHYAMMETL,EQ
Sical Logistics Ltd,Logistics,SICALLOG,EQ
Siemens Ltd,Capital Goods - Electrical Equipment,SIEMENS,EQ
Sigachi Industries Ltd,Pharmaceuticals,SIGACHI,EQ
Sigma Solve Ltd,IT - Software,SIGMA,EQ
Sigma Advanced System Ltd,Aerospace & Defence,SIGMAADV,EQ
SignatureGlobal India Ltd,Realty,SIGNATURE,EQ
Signpost India Ltd,Miscellaneous,SIGNPOST,EQ
Sikko Industries Ltd,Agro Chemicals,SIKKO,EQ
Silgo Retail Ltd,"Diamond, Gems and Jewellery",SILGO,EQ
Silver Touch Technologies Ltd,IT - Software,SILVERTUC,EQ
Simplex Infrastructures Ltd,Infrastructure Developers & Operators,SIMPLEXINF,EQ
Sindhu Trade Links Ltd,Logistics,SINDHUTRAD,EQ
Singer India Ltd,Consumer Durables,SINGERIND,EQ
Sintercom India Ltd,Auto Ancillaries,SINTERCOM,EQ
Sirca Paints India Ltd,Paints/Varnish,SIRCA,EQ
SIS Ltd,Miscellaneous,SIS,EQ
Siyaram Silk Mills Ltd,Textiles,SIYSIL,EQ
S J S Enterprises Ltd,Auto Ancillaries,SJS,EQ
SJVN Ltd,Power Generation & Distribution,SJVN,EQ
SKF India Ltd,Bearings,SKFINDIA,EQ
SKF India (Industrial) Ltd,Bearings,SKFINDUS,EQ
Skipper Ltd,Engineering,SKIPPER,EQ
SKM Egg Products Export (India) Ltd,FMCG,SKMEGGPROD,EQ
Sky Gold & Diamonds Ltd,"Diamond, Gems and Jewellery",SKYGOLD,EQ
Smartlink Holdings Ltd,IT - Hardware,SMARTLINK,EQ
Smartworks Coworking Spaces Ltd,Co-Working,SMARTWORKS,EQ
SML Mahindra Ltd,Automobile,SMLMAH,EQ
Sarthak Metals Ltd,Steel,SMLT,EQ
SMS Pharmaceuticals Ltd,Pharmaceuticals,SMSPHARMA,EQ
Snowman Logistics Ltd,Logistics,SNOWMAN,EQ
Sobha Ltd,Realty,SOBHA,EQ
Softtech Engineers Ltd,IT - Software,SOFTTECH,EQ
Solara Active Pharma Sciences Ltd,Pharmaceuticals,SOLARA,EQ
Solar Industries India Ltd,Aerospace & Defence,SOLARINDS,EQ
Solarworld Energy Solutions Ltd,Power Infrastructure,SOLARWORLD,EQ
Solex Energy Ltd,Capital Goods - Electrical Equipment,SOLEX,EQ
Somany Ceramics Ltd,Ceramic Products,SOMANYCERA,EQ
Soma Textiles & Industries Ltd,Infrastructure Developers & Operators,SOMATEX,EQ
Somi Conveyor Beltings Ltd,Plantation & Plantation Products,SOMICONVEY,EQ
Sona BLW Precision Forgings Ltd,Auto Ancillaries,SONACOMS,EQ
Sonam Ltd,Consumer Durables,SONAMLTD,EQ
Sonata Software Ltd,IT - Software,SONATSOFTW,EQ
Savita Oil Technologies Ltd,Petrochemicals,SOTL,EQ
South West Pinnacle Exploration Ltd,Mining & Mineral products,SOUTHWEST,EQ
S P Apparels Ltd,Readymade Garments/ Apparells,SPAL,EQ
Sun Pharma Advanced Research Company Ltd,Pharmaceuticals,SPARC,EQ
Spacenet Enterprises India Ltd,Trading,SPCENET,EQ
Speciality Restaurants Ltd,Hotels & Restaurants,SPECIALITY,EQ
Spectrum Electrical Industries Ltd,Capital Goods - Electrical Equipment,SPECTRUM,EQ
Spencers Retail Ltd,Retail,SPENCERS,EQ
Southern Petrochemicals Industries Corporation Ltd,Fertilizers,SPIC,EQ
Supreme Petrochem Ltd,Petrochemicals,SPLPETRO,EQ
SPML Infra Ltd,Infrastructure Developers & Operators,SPMLINFRA,EQ
Sportking India Ltd,Textiles,SPORTKING,EQ
Shankar Lal Rampal Dye-Chem Ltd,Chemicals,SRD,EQ
Sreeleathers Ltd,Leather,SREEL,EQ
SRF Ltd,Chemicals,SRF,EQ
Sree Rayalaseema Hi-Strength Hypo Ltd,Chemicals,SRHHYPOLTD,EQ
SRM Contractors Ltd,Infrastructure Developers & Operators,SRM,EQ
Saraswati Saree Depot Ltd,Textiles,SSDL,EQ
Steel Strips Wheels Ltd,Auto Ancillaries,SSWL,EQ
Stallion India Fluorochemicals Ltd,Chemicals,STALLION,EQ
Stanley Lifestyles Ltd,Consumer Durables,STANLEY,EQ
Strides Pharma Science Ltd,Pharmaceuticals,STAR,EQ
Star Cement Ltd,Cement,STARCEMENT,EQ
Star Paper Mills Ltd,Paper,STARPAPER,EQ
State Trading Corporation of India Ltd,Trading,STCINDIA,EQ
Steelcast Ltd,"Castings, Forgings & Fastners",STEELCAS,EQ
Steel Exchange India Ltd,Steel,STEELXIND,EQ
Sterling Tools Ltd,"Castings, Forgings & Fastners",STERTOOLS,EQ
STL Networks Ltd,Telecom-Service,STLNETWORK,EQ
Sterlite Technologies Ltd,Cables,STLTECH,EQ
Stove Kraft Ltd,Consumer Durables,STOVEKRAFT,EQ
Studds Accessories Ltd,Plastic products,STUDDS,EQ
Seshaasai Technologies Ltd,IT - Software,STYL,EQ
Stylam Industries Ltd,Plywood Boards/Laminates,STYLAMIND,EQ
Baazar Style Retail Ltd,Retail,STYLEBAAZA,EQ
Styrenix Performance Materials Ltd,Petrochemicals,STYRENIX,EQ
Subex Ltd,IT - Software,SUBEXLTD,EQ
Subros Ltd,Auto Ancillaries,SUBROS,EQ
Sudarshan Colorants India Ltd,Chemicals,SUDARCOLOR,EQ
Sudarshan Chemical Industries Ltd,Chemicals,SUDARSCHEM,EQ
Sudeep Pharma Ltd,Chemicals,SUDEEPPHRM,EQ
Sukhjit Starch & Chemicals Ltd,FMCG,SUKHJITS,EQ
Sumeet Industries Ltd,Textiles,SUMEETINDS,EQ
Sumitomo Chemical India Ltd,Agro Chemicals,SUMICHEM,EQ
Sumit Woods Ltd,Realty,SUMIT,EQ
Sundaram Clayton Ltd,"Castings, Forgings & Fastners",SUNCLAY,EQ
Sundaram Brake Linings Ltd,Auto Ancillaries,SUNDRMBRAK,EQ
Sundram Fasteners Ltd,Auto Ancillaries,SUNDRMFAST,EQ
Sundrop Brands Ltd,FMCG,SUNDROP,EQ
Sunflag Iron & Steel Company Ltd,Steel,SUNFLAG,EQ
Sun Pharmaceutical Industries Ltd,Pharmaceuticals,SUNPHARMA,EQ
Sunteck Realty Ltd,Realty,SUNTECK,EQ
Suprajit Engineering Ltd,Auto Ancillaries,SUPRAJIT,EQ
Supreme Holdings & Hospitality Ltd,Construction,SUPREME,EQ
Supreme Industries Ltd,Plastic products,SUPREMEIND,EQ
Supreme Infrastructure India Ltd,Infrastructure Developers & Operators,SUPREMEINF,EQ
Supriya Lifescience Ltd,Pharmaceuticals,SUPRIYA,EQ
Suraj Estate Developers Ltd,Realty,SURAJEST,EQ
Suraj Ltd,Steel,SURAJLTD,EQ
Suraksha Diagnostic Ltd,Healthcare,SURAKSHA,EQ
Surana Telecom and Power Ltd,Capital Goods - Electrical Equipment,SURANAT&P,EQ
Suryalakshmi Cotton Mills Ltd,Textiles,SURYALAXMI,EQ
Surya Roshni Ltd,Capital Goods-Non Electrical Equipment,SURYAROSNI,EQ
Sutlej Textiles and Industries Ltd,Textiles,SUTLEJTEX,EQ
Suven Life Sciences Ltd,Healthcare,SUVEN,EQ
Suyog Telematics Ltd,Telecom Equipment & Infra Services,SUYOG,EQ
Suzlon Energy Ltd,Capital Goods - Electrical Equipment,SUZLON,EQ
Shree Vasu Logistics Ltd,Logistics,SVLL,EQ
Swan Corp Ltd,Textiles,SWANCORP,EQ
Swan Defence and Heavy Industries Ltd,Ship Building,SWANDEF,EQ
Swaraj Suiting Ltd,Textiles,SWARAJ,EQ
Swaraj Engines Ltd,Capital Goods-Non Electrical Equipment,SWARAJENG,EQ
Swelect Energy Systems Ltd,Capital Goods - Electrical Equipment,SWELECTES,EQ
Swiggy Ltd,E-Commerce/App based Aggregator,SWIGGY,EQ
Sterling & Wilson Renewable Energy Ltd,Infrastructure Developers & Operators,SWSOLAR,EQ
Symphony Ltd,Consumer Durables,SYMPHONY,EQ
Syncom Formulations (India) Ltd,Pharmaceuticals,SYNCOMF,EQ
Syngene International Ltd,Healthcare,SYNGENE,EQ
Syrma SGS Technology Ltd,Electronics,SYRMA,EQ
TAAL Tech Ltd,Engineering,TAALTECH,EQ
Tainwala Chemicals & Plastics (India) Ltd,Trading,TAINWALCHM,EQ
TajGVK Hotels & Resorts Ltd,Hotels & Restaurants,TAJGVK,EQ
Take Ltd,Healthcare,TAKE,EQ
Talbros Automotive Components Ltd,Auto Ancillaries,TALBROAUTO,EQ
Tamboli Industries Ltd,Finance,TAMBOLIIN,EQ
Tanla Platforms Ltd,IT - Software,TANLA,EQ
Tara Chand Infralogistic Solutions Ltd,Diversified,TARACHAND,EQ
TARC Ltd,Realty,TARC,EQ
Transformers & Rectifiers India Ltd,Capital Goods - Electrical Equipment,TARIL,EQ
Tarmat Ltd,Infrastructure Developers & Operators,TARMAT,EQ
Tarsons Products Ltd,Healthcare,TARSONS,EQ
Tasty Bite Eatables Ltd,FMCG,TASTYBITE,EQ
Tata Chemicals Ltd,Chemicals,TATACHEM,EQ
Tata Communications Ltd,Telecom-Service,TATACOMM,EQ
Tata Consumer Products Ltd,FMCG,TATACONSUM,EQ
Tata Elxsi Ltd,IT - Software,TATAELXSI,EQ
Tata Power Company Ltd,Power Generation & Distribution,TATAPOWER,EQ
Tata Steel Ltd,Steel,TATASTEEL,EQ
Tata Technologies Ltd,IT - Software,TATATECH,EQ
Tatva Chintan Pharma Chem Ltd,Chemicals,TATVA,EQ
TBO Tek Ltd,E-Commerce/App based Aggregator,TBOTEK,EQ
Tribhovandas Bhimji Zaveri Ltd,"Diamond, Gems and Jewellery",TBZ,EQ
Transport Corporation of India Ltd,Logistics,TCI,EQ
TCI Express Ltd,Logistics,TCIEXP,EQ
TCPL Packaging Ltd,Packaging,TCPLPACK,EQ
Tata Consultancy Services Ltd,IT - Software,TCS,EQ
TD Power Systems Ltd,Capital Goods - Electrical Equipment,TDPOWERSYS,EQ
Team Lease Services Ltd,Miscellaneous,TEAMLEASE,EQ
Tech Mahindra Ltd,IT - Software,TECHM,EQ
Technocraft Ventures Ltd,Infrastructure Developers & Operators,TECHNOCRAF,EQ
Techno Electric & Engineering Company Ltd,Infrastructure Developers & Operators,TECHNOE,EQ
Tega Industries Ltd,Capital Goods-Non Electrical Equipment,TEGA,EQ
Tejas Networks Ltd,Telecom Equipment & Infra Services,TEJASNET,EQ
Tembo Global Industries Ltd,Retail,TEMBO,EQ
Tempsens Instruments (India) Ltd,Engineering,TEMPSENS,EQ
Tenneco Clean Air India Ltd,Auto Ancillaries,TENNIND,EQ
Tera Software Ltd,IT - Software,TERASOFT,EQ
Texmaco Infrastructure & Holdings Ltd,Realty,TEXINFRA,EQ
Texmo Pipes & Products Ltd,Plastic products,TEXMOPIPES,EQ
Texmaco Rail & Engineering Ltd,Capital Goods-Non Electrical Equipment,TEXRAIL,EQ
Thangamayil Jewellery Ltd,"Diamond, Gems and Jewellery",THANGAMAYL,EQ
Thejo Engineering Ltd,Engineering,THEJO,EQ
Leela Palaces Hotels & Resorts Ltd,Hotels & Restaurants,THELEELA,EQ
Themis Medicare Ltd,Pharmaceuticals,THEMISMED,EQ
Thermax Ltd,Capital Goods - Electrical Equipment,THERMAX,EQ
Thomas Cook (India) Ltd,Miscellaneous,THOMASCOOK,EQ
Thomas Scott India Ltd,Readymade Garments/ Apparells,THOMASCOTT,EQ
Thyrocare Technologies Ltd,Healthcare,THYROCARE,EQ
Technocraft Industries (India) Ltd,Steel,TIIL,EQ
Tube Investments of India Ltd,Capital Goods-Non Electrical Equipment,TIINDIA,EQ
TIL Ltd,Capital Goods-Non Electrical Equipment,TIL,EQ
Time Technoplast Ltd,Plastic products,TIMETECHNO,EQ
Timken India Ltd,Bearings,TIMKEN,EQ
Tinna Rubber & Infrastructure Ltd,Plantation & Plantation Products,TINNARUBR,EQ
Thirumalai Chemicals Ltd,Chemicals,TIRUMALCHM,EQ
Tirupati Forge Ltd,"Castings, Forgings & Fastners",TIRUPATIFL,EQ
Titagarh Rail Systems Ltd,Capital Goods-Non Electrical Equipment,TITAGARH,EQ
Titan Company Ltd,"Diamond, Gems and Jewellery",TITAN,EQ
Tata Motors Ltd,Automobile,TMCV,EQ
Tata Motors Passenger Vehicles Ltd,Automobile,TMPV,EQ
Tamil Nadu Petro Products Ltd,Petrochemicals,TNPETRO,EQ
Tamil Nadu Newsprint & Papers Ltd,Paper,TNPL,EQ
Tokyo Plast International Ltd,Plastic products,TOKYOPLAST,EQ
Tolins Tyres Ltd,Tyres,TOLINS,EQ
Torrent Pharmaceuticals Ltd,Pharmaceuticals,TORNTPHARM,EQ
Torrent Power Ltd,Power Generation & Distribution,TORNTPOWER,EQ
Total Transport Systems Ltd,Logistics,TOTAL,EQ
TPL Plastech Ltd,Packaging,TPLPLASTEH,EQ
Tracxn Technologies Ltd,IT - Software,TRACXN,EQ
Transrail Lighting Ltd,Infrastructure Developers & Operators,TRANSRAILL,EQ
Transworld Shipping Lines Ltd,Shipping,TRANSWORLD,EQ
Travel Food Services Ltd,Quick Service Restaurant,TRAVELFOOD,EQ
Trejhara Solutions Ltd,IT - Software,TREJHARA,EQ
TransIndia Real Estate Ltd,Logistics,TREL,EQ
Trent Ltd,Retail,TRENT,EQ
TRF Ltd,Capital Goods-Non Electrical Equipment,TRF,EQ
Trident Ltd,Textiles,TRIDENT,EQ
Trigyn Technologies Ltd,IT - Software,TRIGYN,EQ
Triveni Turbine Ltd,Capital Goods - Electrical Equipment,TRITURBINE,EQ
Triveni Engineering and Industries Ltd,Sugar,TRIVENI,EQ
TruAlt Bioenergy Ltd,Miscellaneous,TRUALT,EQ
TTK Healthcare Ltd,Diversified,TTKHLTCARE,EQ
TTK Prestige Ltd,Consumer Durables,TTKPRESTIG,EQ
Tata Teleservices (Maharashtra) Ltd,Telecom-Service,TTML,EQ
Turtlemint Fintech Solutions Ltd,IT - Software,TURTLEMINT,EQ
TVS Electronics Ltd,IT - Hardware,TVSELECT,EQ
TVS Holdings Ltd,Finance,TVSHLTD,EQ
TVS Motor Company Ltd,Automobile,TVSMOTOR,EQ
TVS Supply Chain Solutions Ltd,Logistics,TVSSCS,EQ
TVS Srichakra Ltd,Tyres,TVSSRICHAK,EQ
Ucal Ltd,Auto Ancillaries,UCAL,EQ
Updater Services Ltd,Miscellaneous,UDS,EQ
Ujaas Energy Ltd,Power Generation & Distribution,UEL,EQ
United Foodbrands Ltd,Quick Service Restaurant,UFBL,EQ
Uflex Ltd,Packaging,UFLEX,EQ
Ugar Sugar Works Ltd,Sugar,UGARSUGAR,EQ
UltraTech Cement Ltd,Cement,ULTRACEMCO,EQ
Uma Exports Ltd,Trading,UMAEXPORTS,EQ
Umiya Buildcon Ltd,Telecom Equipment & Infra Services,UMIYA-MRO,EQ
Unichem Laboratories Ltd,Pharmaceuticals,UNICHEMLAB,EQ
United Drilling Tools Ltd,Capital Goods-Non Electrical Equipment,UNIDT,EQ
Unicommerce eSolutions Ltd,IT - Software,UNIECOM,EQ
Uniphos Enterprises Ltd,Trading,UNIENTER,EQ
Unimech Aerospace and Manufacturing Ltd,Aerospace & Defence,UNIMECH,EQ
Uniparts India Ltd,Engineering,UNIPARTS,EQ
Unitech Ltd,Realty,UNITECH,EQ
United Polyfab Gujarat Ltd,Textiles,UNITEDPOLY,EQ
United Nilgiri Tea Estates Company Ltd,Plantation & Plantation Products,UNITEDTEA,EQ
Univastu India Ltd,Infrastructure Developers & Operators,UNIVASTU,EQ
