Symbol,Date,Close,R3M,R6M,R9M,R12M,RS_Blend,MA_30W,MA_30W_Slope_10S_Pct,Stage,MA_10W,High_52W,Near_52W_High,Low_52W,Volume_Ratio,U_D,AvgValue20,SMA_50,Below_50DMA,Ext_Pct,Extended_20Pct,Pct_From_52W_High,Above_MA_30W,Above_MA_10W,MA10W_Above_MA30W,MA_30W_Rising,Distribution,Heavy_Distribution,Breakout,Breakout_Confirmed,SMA_150,SMA_200,SMA_200_Rising,ATR_Pct,VCP_Contractions,Contraction_Ratio,Base_Depth_Pct,Volume_DryUp,VCP_Setup,VCP_Pivot,RS_Line,RS_Line_High_52W,RS_Line_At_High,Pct_To_Pivot,RS_Score,Liquid_UI_Filter,RS_Not_Lagging,Trend_Health,TT1_Above_150_200,TT2_150_Above_200,TT3_200_Rising,TT4_50_Above_150_200,TT5_Above_50,TT6_Above_52W_Low,TT7_Near_52W_High,TT8_RS,Trend_Template_Score,Trend_Template_Pass,RS_Line_NH_Before_Price,Stage1_Readiness,Company Name,Industry,Series,Action,Action_Reason
TRIGYN,2026-08-25,56.04999923706055,-0.05368901451549324,0.0891954961960515,-0.20451319946990543,-0.2625970574687816,-0.0970585579547244,54.733379258780644,-0.6059955481562129,Stage 3 — Topping,54.301568349202476,102.4000015258789,False,37.54999923706055,1.318781473254782,1.6606946969522627,1895565.5634277344,54.28079971313477,False,2.4055156032937397,False,-45.26367343569289,True,True,False,False,False,False,False,False,54.882466608683266,58.28904991149902,False,3.8052760311964944,2,0.5442526652169913,19.841652771692864,0.9171333655583915,False,61.88999938964844,0.0023738332075903005,0.004031828641633968,False,10.419268924318658,27.0,False,False,2,False,False,False,False,True,True,False,False,2,False,False,,Trigyn Technologies Ltd,IT - Software,EQ,SELL,Stage 3 + RS 27; RS below 50 in Stage 3 triggers SELL.
TRITURBINE,2026-08-25,572.6500244140625,-0.17336698027562247,0.15991494886559554,0.06740465649877136,0.0851248929597963,-0.006857892445416354,572.5127249939801,1.0702437471366677,Stage 2 — Advancing,628.9882357728247,787.5999755859375,False,428.3500061035156,0.4000436971737508,0.7757891367870795,466461617.90367734,628.3230004882812,True,0.023981898408265145,False,-27.291767119718646,True,False,True,True,False,False,False,False,569.7136690266927,559.8470654296875,True,3.876715491236795,2,0.5313604034844923,25.093459573702436,0.5626479493647787,True,749.0,0.02425291102203391,0.03272719247914552,False,30.795419203269823,43.0,True,False,3,True,True,True,True,False,True,False,False,5,False,False,,Triveni Turbine Ltd,Capital Goods - Gensets/Turbines,EQ,WAIT,Stage 2 + RS 43; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
TRIVENI,2026-08-25,292.8800048828125,-0.22385053625129958,-0.23947026683742567,-0.1721292214794048,-0.14354035089253625,-0.2005681823423932,371.2615713877221,-1.0779747436588494,Stage 4 — Declining,350.4229389265472,490.1000061035156,False,220.0500030517578,0.9993254933987725,2.3735960402889154,379658698.8222259,349.45639770507813,True,-21.112221825687648,False,-40.240766938298634,False,False,False,False,False,False,False,False,370.1744307454427,368.26177017211916,False,5.063508523504531,1,4.199498765059632,55.10099973243413,3.121563227040939,False,490.1000061035156,0.012404072986504663,0.020437270572936057,False,67.33815826710841,10.0,True,False,0,False,True,False,False,False,True,False,False,2,False,False,,Triveni Engineering and Industries Ltd,Sugar,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
TTKHLTCARE,2026-08-25,1093.4000244140625,0.2517137792188273,0.20685589604081822,-0.012538055911763157,-0.04316105324857333,0.13091686906362726,924.4511731377963,1.0657924887107928,Stage 2 — Advancing,1001.2590391869638,1210.0,False,727.5641153871483,0.4107840564438093,2.3610423219140575,37732276.21446838,1003.8434692382813,False,18.27558406387386,False,-9.636361618672517,True,True,True,True,False,False,False,False,926.3194352213542,958.7280435180664,False,5.4652580080191795,1,0.8308734262291579,30.29505130491531,1.3451301013255226,False,1210.0,0.04630774883968163,0.0513524660296803,False,10.663981432451664,66.0,False,True,5,True,False,False,True,True,True,True,False,5,False,False,,TTK Healthcare Ltd,Pharma - Others,EQ,HOLD,Stage 2 + RS 66; trend/leadership is adequate without a stronger entry trigger.
TTKPRESTIG,2026-08-25,595.5499877929688,0.15057167811697325,0.13367067159026225,-0.08901466914139966,-0.08255878469461242,0.05264811479763934,548.5880486475278,0.17969998622540118,Stage 2 — Advancing,612.861234777114,762.9636442781316,False,418.4823845881038,0.16325359899259825,0.14940464996585273,112807689.13194275,614.4110485839843,True,8.560510798807863,False,-21.942547032310976,True,False,True,True,True,True,False,False,549.3406526692709,568.3437780761719,False,2.7975348815152814,2,0.22666608771980734,28.509900116584262,0.15812165222566812,True,734.9658838898824,0.025222771758187247,0.030056370058240807,False,23.409604391660043,55.0,True,True,4,True,False,False,True,False,True,True,False,4,False,False,,TTK Prestige Ltd,Domestic Appliances,EQ,REDUCE,Stage 2 + RS 55; distribution warning (U/D 0.15) triggers REDUCE.
TTML,2026-08-25,37.54999923706055,-0.12389177082765934,-0.1046733317452404,-0.2608267755707685,-0.35414517318095895,-0.19348576443045734,41.442260298010424,-1.0722666867964192,Stage 4 — Declining,40.64235290826536,60.619998931884766,False,31.219999313354492,0.6542817989971708,1.107916157626423,58423612.57577858,40.558999938964845,True,-9.392009588667971,False,-38.05674711533179,False,False,False,False,False,False,False,False,41.485733362833656,43.66070003509522,False,2.0867424877855307,2,0.6022698787954713,21.69434467317659,0.39660547530217577,False,47.56999969482422,0.0015903200061952302,0.002585326740864742,False,26.68442253355434,11.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Tata Teleservices (Maharashtra) Ltd,Telecom Services,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
TVSELECT,2026-08-25,440.0,-0.16902738432483477,0.18518518518518512,-0.20195879299278519,0.05909251912775182,-0.05914717146590356,445.79041154417274,0.41070556429765315,Stage 1 — Basing,486.1598061954274,739.3499755859375,False,336.20001220703125,0.18476720579627032,1.1682633314527135,27755788.018710326,486.67200256347655,True,-1.2989089478428584,False,-40.48826475563235,False,False,True,True,False,False,False,False,444.6420007324219,458.56375045776366,False,3.6274347676859273,3,0.5176993509345127,19.803079695951258,0.25395761429662045,False,538.2999877929688,0.018634908573720594,0.028897650195266217,False,22.34090631658381,34.0,False,False,2,False,False,False,True,False,True,False,False,2,False,False,3.0,TVS Electronics Ltd,Computer - Hardware,EQ,AVOID,Stage 1 + RS 34; weak RS in a basing stage is AVOID.
TVSHLTD,2026-08-25,13567.0,0.0012546125461254665,-0.09909793768471431,-0.05975289070017731,0.13632766944748864,-0.0040027867690304066,14136.059348060346,0.0869808698654495,Stage 1 — Basing,14126.274509803921,16198.418191454739,False,11538.77623701754,0.44236494000661525,0.6581336462450593,78115516.6,14140.32,True,-4.025586862992537,False,-16.244908362983914,False,False,False,True,True,False,False,False,14117.038763020833,14215.4215625,True,2.3776179595446933,2,1.6631579011007676,16.923566878980893,0.4796978535234741,False,15700.0,0.5745904650446984,0.6757861908086515,False,15.721972433109755,44.0,True,False,1,False,False,True,False,False,False,True,False,2,False,False,2.0,TVS Holdings Ltd,Finance - Holding Company,EQ,AVOID,Stage 1 + RS 44; weak RS in a basing stage is AVOID.
TVSMOTOR,2026-08-25,4420.0,0.27395878368641013,0.12803894232641455,0.286457755986641,0.3503361497408608,0.26255008308534733,3695.5829760407746,1.374747418593314,Stage 2 — Advancing,3911.484317555147,4475.0,True,3226.7216075697747,0.46774655139964394,2.237137206382533,4723655104.94043,3921.00400390625,False,19.602239447896853,False,-1.2290502793296132,True,True,True,True,False,False,False,False,3692.285167643229,3672.6167175292967,True,1.5934058043289432,2,0.45929394466736584,24.565364219622904,0.48328644539256144,True,4475.0,0.1871961270360114,0.18810439798633127,True,1.2443438914027105,79.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,TVS Motor Company Ltd,Auto - 2 & 3 Wheelers,EQ,HOLD,Stage 2 + RS 79; trend/leadership is adequate without a stronger entry trigger.
TVSSCS,2026-08-25,135.13999938964844,0.11861602616211075,0.194660503080051,0.2729841251680609,0.04767806523436646,0.15051094916133997,119.81262070228314,1.3383567916492645,Stage 2 — Advancing,133.64647001378677,146.5,False,90.31999969482422,7.462848459159459,9.570220586134463,404549804.11089325,133.63739929199218,False,12.79279144177272,False,-7.7542666282263255,True,True,True,True,False,False,False,False,119.06253331502279,116.98440002441406,True,4.551893037175374,1,1.6808466823302879,17.815698617147504,8.260727862011635,False,146.5,0.005723458030178989,0.00612491113851104,False,8.406097870103824,68.0,True,True,5,True,True,True,True,True,True,True,False,7,False,False,,TVS Supply Chain Solutions Ltd,Logistics - Warehousing/Supply Chain,EQ,HOLD,Stage 2 + RS 68; trend/leadership is adequate without a stronger entry trigger.
TVSSRICHAK,2026-08-25,4812.0,0.3393453391789909,0.19674702600657246,0.020615975086760274,0.684056838722841,0.31602210363483113,3968.502041751391,1.2186127945490233,Stage 2 — Advancing,4187.662726907169,5050.0,False,2795.841576957501,0.6221942857291587,9.798068143229068,326678002.2227783,4191.08998046875,False,21.254819812977942,True,-4.712871287128717,True,True,True,True,False,False,False,False,3965.0299869791666,4057.182501220703,True,4.831224347984206,1,3.758065603237077,23.762376237623762,35.70252073491347,False,5050.0,0.20379813649259884,0.20936123960949043,False,4.9459684123025704,83.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,TVS Srichakra Ltd,Tyres & Tubes,EQ,WAIT,"Stage 2 + RS 83; wait because price is more than 20% above the 30-week line (currently +21%) — the guide treats that as poor entry timing, not a failed trend."
UCAL,2026-08-25,141.63999938964844,0.5434238266407294,0.3078485263011217,0.15098327807302292,0.03628919358836091,0.3163937302487929,108.25048275651604,1.6498530507903064,Stage 2 — Advancing,120.94352946561925,159.6999969482422,False,77.0,0.4109728258420557,7.3698900549725135,9612972.126452256,121.3318000793457,False,30.844681504316473,True,-11.30870250701813,True,True,True,True,False,False,False,False,108.46253336588542,110.54059997558593,False,5.950698450342136,2,1.4068105310690988,37.3825911641004,6.675503291972651,False,159.6999969482422,0.005998746452290771,0.006488897386882816,False,12.750633744999607,83.0,False,True,5,True,False,False,True,True,True,True,True,6,False,False,,Ucal Ltd,Auto Ancillaries - Engine Parts,EQ,WAIT,"Stage 2 + RS 83; wait because price is more than 20% above the 30-week line (currently +31%) — the guide treats that as poor entry timing, not a failed trend."
UDS,2026-08-25,222.0,0.24086172090020308,0.36274212828422536,0.20428885665089136,-0.15205435620730468,0.17934001410564362,172.74983894085062,2.0957766120975663,Stage 2 — Advancing,197.57772109087776,263.3715158058594,False,124.48625197908625,0.984348322628543,3.3141260254860456,76076105.51431961,197.91887573242187,False,28.509526469667268,True,-15.708424534548316,True,True,True,True,False,False,False,False,172.23194107055664,174.98827991485595,False,3.1335253819842444,1,1.6420679998220886,20.7396296661046,0.9880456040713892,False,223.00999450683594,0.009402158416740844,0.01120559463812564,False,0.4549524805567362,72.0,True,True,5,True,False,False,True,True,True,True,True,6,False,False,,Updater Services Ltd,Facility Management,EQ,HOLD,Stage 2 + RS 72; trend/leadership is adequate without a stronger entry trigger.
UEL,2026-08-25,163.57000732421875,0.15507384096615784,-0.14957881647835014,0.3682141626830655,0.37108133394811893,0.17997287241703,156.9502073090652,3.945601663736076,Stage 2 — Advancing,160.02803907207414,284.20001220703125,False,92.31666564941406,0.686896600279863,8.829430774151566,8990148.474586487,160.41619995117188,False,4.2177708004665915,False,-42.44546083795983,True,True,True,True,False,False,False,False,155.58253367106119,150.1961004257202,True,8.03849787283969,2,3.889796479547231,58.652358519032035,0.4310139053577521,False,284.20001220703125,0.006927527572476419,0.01153322328569441,False,73.74824202563424,72.0,False,True,5,True,True,True,True,True,True,False,True,7,False,False,,Ujaas Energy Ltd,Capital Goods - Transformers,EQ,HOLD,Stage 2 + RS 72; trend/leadership is adequate without a stronger entry trigger.
UFLEX,2026-08-25,606.3499755859375,0.48360556708374736,0.30062375212099735,0.22299019244257634,0.1295492940002816,0.32407487454627004,443.91620646437553,1.891952125191576,Stage 2 — Advancing,474.25741996017155,635.0,False,327.7149659167901,0.16246076126230818,16.400388554813983,391936890.63386536,475.3093701171875,False,36.59108785761291,True,-4.511814868356301,True,True,True,True,False,False,False,False,444.14828206380207,454.98542236328126,False,4.413998701141567,1,5.697212935018995,34.44919340295204,3.5039059502179004,False,635.0,0.025680173542549225,0.026551985057459936,False,4.724998032098049,84.0,True,True,5,True,False,False,True,True,True,True,True,6,False,False,,Uflex Ltd,Packaging - BOPP,EQ,WAIT,"Stage 2 + RS 84; wait because price is more than 20% above the 30-week line (currently +37%) — the guide treats that as poor entry timing, not a failed trend."
UGARSUGAR,2026-08-25,55.65999984741211,0.32560013177020064,0.561122202678239,0.38379249412281524,0.34153665520901666,0.3875303231100944,40.62725226519859,2.295777308276481,Stage 2 — Advancing,42.99361718869677,62.099998474121094,False,33.66863560404256,2.315105550560819,2.7319789662455833,50833347.388316534,43.04025489807129,False,37.00163497173203,True,-10.370368413765297,True,True,True,True,False,False,False,False,40.52927747090658,40.758767166137694,True,7.607412214697491,1,3.010047502036706,38.120555995310816,8.417522819028298,False,62.099998474121094,0.002357315928113243,0.0024672769284095485,False,11.570245498317956,86.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,Ugar Sugar Works Ltd,Sugar,EQ,WAIT,"Stage 2 + RS 86; wait because price is more than 20% above the 30-week line (currently +37%) — the guide treats that as poor entry timing, not a failed trend."
ULTRACEMCO,2026-08-25,11540.0,0.004225631235746485,-0.0970362638555009,0.01688690255218228,-0.06587733284428154,-0.027515086335221442,11559.56947640197,-0.21260615734002286,Stage 4 — Declining,11536.80482153799,12847.756783521221,False,10118.465708821142,0.8869242574472804,1.1973951760686896,2667260864.15,11544.27806640625,True,-0.16929243292251872,False,-10.178872511025228,False,True,False,False,False,False,False,False,11571.596809895833,11565.067138671875,False,1.5882644218866055,1,1.0978664247035732,10.167640677136895,0.8551078185991839,False,12239.0,0.48874282941076286,0.5533893674773233,False,6.0571923743500955,39.0,True,False,1,False,True,False,False,False,False,True,False,2,False,False,,UltraTech Cement Ltd,Cement,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
UMAEXPORTS,2026-08-25,25.479999542236328,0.0115124653445966,-0.08608320268200043,-0.36363638961967926,-0.5318758148194715,-0.1917140952863916,24.610965557756096,-2.572652708494927,Stage 3 — Topping,21.54705874125163,55.900001525878906,False,18.1200008392334,3.235479919832835,10.041563909774435,831573.8785885811,21.47799991607666,False,3.5310844771238914,False,-54.41860671427645,True,True,False,False,False,False,False,False,24.89613338470459,28.59305003166199,False,4.373176423998433,2,1.3528322823597645,26.715497927909137,0.9693205198488706,False,25.940000534057617,0.0010791305952909467,0.002413310497819791,False,1.8053414446055127,11.0,False,False,2,False,False,False,False,True,True,False,False,2,False,False,,Uma Exports Ltd,Trading,EQ,SELL,Stage 3 + RS 11; RS below 50 in Stage 3 triggers SELL.
UMIYA-MRO,2026-08-25,88.86000061035156,0.061141663209872466,0.02740204422614312,0.016355945329799226,0.08299813900430864,0.04980789099599918,86.51965547758958,0.7204724385067252,Stage 2 — Advancing,89.7005886003083,110.9000015258789,False,70.0,0.3411768710828016,0.7710998219790717,920417.8570186615,89.77820037841796,True,2.704986652851593,False,-19.873760696373143,True,False,True,True,False,False,False,False,86.18826695760092,86.61790031433105,False,2.7201688431288216,2,0.6346332463558726,14.020199245876736,0.4814316676504142,False,99.0,0.0037634045164424033,0.004535770703784921,False,11.411207877560159,55.0,False,True,4,True,False,False,True,False,False,True,False,3,False,False,,Umiya Buildcon Ltd,Telecommunications - Equipment,EQ,HOLD,Stage 2 + RS 55; trend/leadership is adequate without a stronger entry trigger.
UNICHEMLAB,2026-08-25,526.0499877929688,0.46328230262300063,0.47746104712366777,0.11569456583874604,0.03339554151391888,0.3106231519444668,413.8924652517658,2.259577354265141,Stage 2 — Advancing,516.7598009296493,687.2000122070312,False,278.20001220703125,1.6386469681957743,2.4633640658633458,171659106.8758545,518.1679968261719,False,27.09822766959018,True,-23.450235965000708,True,True,True,True,False,False,False,False,412.9439996337891,422.01124923706055,True,5.900446467367419,2,1.781391636479102,38.08207327682489,0.22832056018109537,False,687.2000122070312,0.0222793032448382,0.028187502120786637,False,30.63397550680762,83.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,Unichem Laboratories Ltd,Pharma - Others,EQ,WAIT,"Stage 2 + RS 83; wait because price is more than 20% above the 30-week line (currently +27%) — the guide treats that as poor entry timing, not a failed trend."
UNIDT,2026-08-25,218.91000366210938,-0.04795494098031572,0.28758131923342245,0.11635736512169825,0.08183430533750191,0.07797262154639825,206.74200786722116,1.0212486917259511,Stage 2 — Advancing,223.42795009239046,254.2916188298605,False,145.61154577860108,0.8731921838872013,0.866885127754693,1887337.557735443,223.42124786376954,True,5.885594282659312,False,-13.913795244437054,True,False,True,True,False,False,False,False,206.1373435465495,204.37405014038086,True,4.975408993988895,2,0.6488958783650836,16.330556574507817,0.862480135664082,False,242.33351272967812,0.009271290691173292,0.01111508693473977,False,10.700063348280441,59.0,False,True,4,True,True,True,True,False,True,True,False,6,False,False,,United Drilling Tools Ltd,Oil Drilling & Exploration,EQ,HOLD,Stage 2 + RS 59; trend/leadership is adequate without a stronger entry trigger.
UNIECOM,2026-08-25,85.19000244140625,-0.03848754053546466,-0.2048721026067407,-0.32672090995589864,-0.3816505785037926,-0.19804373442747225,92.69431508730536,-1.5498115287984615,Stage 4 — Declining,87.12823546166514,155.8000030517578,False,78.51000213623047,0.3443468154334765,1.175077494701324,42558458.64731369,87.08620010375977,True,-8.095763627824503,False,-45.320923765896495,False,False,False,False,False,False,False,False,93.10139999389648,100.18305011749267,False,4.266094563804832,3,1.3818904720073761,12.526317395662007,0.6163617569735529,False,95.0,0.0036079725156605447,0.0066495324378634405,False,11.515432888197275,10.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Unicommerce eSolutions Ltd,IT - Software,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
UNIENTER,2026-08-25,95.61000061035156,-0.08120784003896941,-0.0719724863311415,-0.31586892462020333,-0.36060265975706174,-0.1821719501572691,101.66854211215315,-2.154061743557001,Stage 4 — Declining,100.44770738190296,156.5940779746237,False,84.69436248597513,0.2324593111551687,0.7462276874256247,528583.8403198242,100.37022445678711,True,-5.959111221559821,False,-38.944050856223754,False,False,False,False,False,False,False,False,102.46123977661132,111.96713527679444,False,3.513529553025575,3,0.6381485028891889,15.106875272306516,0.35665257727416017,False,110.13848329875272,0.0040492809547892535,0.006762814733202804,False,15.195568032271488,12.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Uniphos Enterprises Ltd,Trading,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
UNIMECH,2026-08-25,1473.5,0.5481193726601614,0.6664781493522383,0.5625662778366913,0.37800423895505175,0.5406574822928609,1047.5193161536906,4.007805839014167,Stage 2 — Advancing,1272.1637369791667,1555.0,False,695.0,0.8623216751000194,3.332314027115406,383911310.7384033,1274.8490112304687,False,40.66566384765453,True,-5.2411575562700925,True,True,True,True,False,False,False,False,1041.9326725260416,1017.3532540893555,True,4.348734023931723,2,0.6590985359259484,31.472670380325564,1.05135675193147,False,1555.0,0.06240576768949385,0.06464613755566814,False,5.531048523922633,92.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Unimech Aerospace and Manufacturing Ltd,Engineering - Heavy - General,EQ,WAIT,"Stage 2 + RS 92; wait because price is more than 20% above the 30-week line (currently +41%) — the guide treats that as poor entry timing, not a failed trend."
UNIPARTS,2026-08-25,825.5999755859375,0.49226202309357125,0.7634820042214172,0.7589581460669592,1.1655991402686858,0.734512667348841,579.3651478388538,4.616729386863283,Stage 2 — Advancing,714.2147779277726,844.9000244140625,True,366.23139064169806,1.2867903477145342,2.5937239556084664,192355485.1558899,715.2427307128906,False,42.500800862044976,True,-2.2842997124434383,True,True,True,True,False,False,False,False,574.7395686848959,548.3722309875488,True,3.5493086540579033,2,0.7710059006340585,25.23160659187875,0.6310777941511142,False,844.9000244140625,0.034965863780704314,0.03518387390476631,False,2.3376997818377543,95.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Uniparts India Ltd,"Castings, Forgings & Fastners",EQ,WAIT,"Stage 2 + RS 95; wait because price is more than 20% above the 30-week line (currently +43%) — the guide treats that as poor entry timing, not a failed trend."
UNITEDTEA,2026-08-25,452.8999938964844,-0.1187690578922892,-0.10893259137693334,0.031063791945119767,-0.05397573486533491,-0.07387653001634538,498.58375770305764,-0.28390500153834264,Stage 4 — Declining,471.14306221756283,587.2465339679302,False,409.25619726341245,0.14436041739946065,0.2680170042510628,1160545.5636047362,470.5857183837891,True,-9.162705984855046,False,-22.877366199794814,False,False,False,False,True,True,False,False,497.5587479654948,484.67224853515626,True,3.147966245438475,3,0.7018841428234575,11.793069483544038,1.7055186567487293,False,505.62920327081764,0.01918124995295364,0.024863228216040204,False,11.642572330523171,31.0,False,False,0,False,True,True,False,False,False,True,False,3,False,False,,United Nilgiri Tea Estates Company Ltd,Tea,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
UNIVASTU,2026-08-25,161.6999969482422,1.2402326997032063,1.4268348133534907,1.4312132274035547,0.7477932343004619,1.217261334892784,86.72510341775829,8.421155344560338,Stage 2 — Advancing,120.66921563241996,178.97999572753906,False,56.02000045776367,0.6385878370327115,2.385073778900024,31986698.807778932,121.28360000610351,False,86.45120106611674,True,-9.65470957190221,True,True,True,True,False,False,False,False,86.05053332010905,81.28165002822875,True,6.288542210261319,1,1.9174893668068214,53.00592098661569,0.751035232731291,False,178.97999572753906,0.006848328771594073,0.007536084782376976,False,10.686455847508736,98.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,Univastu India Ltd,Construction - Civil/Turnkey,EQ,WAIT,"Stage 2 + RS 98; wait because price is more than 20% above the 30-week line (currently +86%) — the guide treats that as poor entry timing, not a failed trend."
UNIVCABLES,2026-08-25,1589.9000244140625,0.3686553500193248,1.3584322557794395,0.7578796758835111,1.1719081857646163,0.8051061634932433,1016.9463567864404,6.582306167144747,Stage 2 — Advancing,1343.9642836626838,1774.9000244140625,False,573.9009093095138,0.5128864380298452,1.6091825048588853,427411419.09857786,1347.0964282226562,False,56.34059887270364,True,-10.42312228606076,True,True,True,True,False,False,False,False,1008.1192175292969,974.5194793701172,True,6.583073626945922,2,0.7059685005874072,39.541658457915815,0.6276896248452428,False,1774.9000244140625,0.06733554908252772,0.07434263096061373,False,11.635951767984864,96.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Universal Cables Ltd,Cables - Power,EQ,WAIT,"Stage 2 + RS 96; wait because price is more than 20% above the 30-week line (currently +56%) — the guide treats that as poor entry timing, not a failed trend."
UNIVPHOTO,2026-08-25,456.75,0.05863944159730039,0.15273953848932487,0.7370221669371215,0.8157423751094972,0.36455659274610885,401.29383766487854,4.031663873000024,Stage 2 — Advancing,420.4715713800168,515.7999877929688,False,180.60000610351562,0.8948304673602502,1.070780800707808,439410.42492370604,421.6410028076172,False,13.819340625268461,False,-11.448233654606089,True,True,True,True,False,False,False,False,395.7474020385742,355.9581517791748,True,5.327234246563208,1,1.3670771289886132,32.29919801275415,0.9018736417565636,False,498.0,0.019344305661470183,0.023509668100125874,False,9.0311986863711,86.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,Universus Photo Imagings Ltd,Photographic & Allied Products,EQ,HOLD,Stage 2 + RS 86; trend/leadership is adequate without a stronger entry trigger.
UNOMINDA,2026-08-25,1253.4000244140625,0.1223448861745855,0.030828311721402546,-0.022593101053402287,-0.021146139120309715,0.04635576877937231,1138.0645538748126,0.5866283942217887,Stage 2 — Advancing,1174.4568684895833,1378.852549646065,False,992.4616833454146,0.5661157077125843,3.9054053480784057,1018427581.9625366,1176.156005859375,False,10.134352233936351,False,-9.09832782803387,True,True,True,True,False,False,False,False,1138.022987874349,1170.922723083496,True,2.0333260377941578,2,0.5933100448139804,17.761695215554745,0.7553273086073873,True,1298.300048828125,0.05308407923012549,0.0587340681398646,False,3.5822581410154486,53.0,True,True,5,True,False,True,True,True,False,True,False,5,False,False,,Uno Minda Ltd,Auto Ancillaries - Head lamps lights,EQ,HOLD,Stage 2 + RS 53; trend/leadership is adequate without a stronger entry trigger.
UPL,2026-08-25,585.0,-0.09449226553034795,-0.05675079827368579,-0.21213461832961822,-0.18281307364030253,-0.1281366042608605,626.5550378250749,-1.727666148149165,Stage 4 — Declining,588.5240753772212,804.4134581804076,False,557.7511250379978,1.766339196793297,0.9433606296793635,1198350679.4408233,588.1055444335938,True,-6.632304477085138,False,-27.276204288864502,False,False,False,False,False,False,False,False,628.4547827148438,660.9645724487305,False,1.604396647731609,3,0.517688466144131,10.76695689453592,0.8501595909704927,False,625.0499877929688,0.024775957990060334,0.033353810907334615,False,6.846151759481844,21.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,UPL Ltd,Pesticides/Agrochemicals,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
URAVIDEF,2026-08-25,109.27999877929688,-0.0732700095302733,-0.25283739311101017,-0.43527465308549507,-0.7750051553782628,-0.3219314441270629,131.3491037829169,-3.86481237809827,Stage 4 — Declining,114.10392162846584,488.0,False,101.0,0.18491650877050228,0.7585515599548929,613581.089622879,114.12160003662109,True,-16.801869497407495,False,-77.60655762719327,False,False,False,False,False,False,False,False,133.40160029093425,148.04620021820068,False,4.54729712019875,2,0.9866912954364866,29.44956872285133,0.0883855212845262,False,143.16000366210938,0.004628233604973853,0.021027741615455765,False,31.002933072168993,3.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Uravi Defence & Technology Ltd,Auto Ancillaries - Lamps,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
USHAMART,2026-08-25,487.25,0.035894987075811624,0.15304897173362475,0.18994213137726068,0.26490752851015786,0.13593772115453331,457.46687860358253,1.052379651806712,Stage 2 — Advancing,494.7068092495787,523.5665450542912,False,371.2111661116803,0.33814824428880264,0.6174294791558906,208702839.79255372,494.6913934326172,True,6.510443223196938,False,-6.9363761679091525,True,False,True,True,True,False,False,False,456.2777128092448,452.0299659729004,True,2.568711194613061,2,0.7365235198805178,12.71347223877693,0.6941638355017206,False,523.0702866364934,0.020636043642148542,0.022932298328770077,False,7.3515211157503035,67.0,True,True,4,True,True,True,True,False,True,True,False,6,False,False,,Usha Martin Ltd,Steel - Wires,EQ,REDUCE,Stage 2 + RS 67; distribution warning (U/D 0.62) triggers REDUCE.
UTTAMSUGAR,2026-08-25,323.1300048828125,0.31567588295018,0.7244636378619911,0.3981653932302369,0.2242812828521228,0.3956524159689422,235.9410964756796,2.2130646680299515,Stage 2 — Advancing,247.86921602136948,359.29998779296875,False,181.10000610351562,1.7584322148029314,3.956008950326432,160951925.42935258,248.09060028076172,False,36.95367602740636,True,-10.06679213443159,True,True,True,True,False,False,False,False,235.38733378092448,236.86900024414064,True,5.829365845408044,1,4.908598691505861,38.931253653318606,7.247051903042664,False,359.29998779296875,0.013685222950947954,0.014299354712704021,False,11.193631777795998,87.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,Uttam Sugar Mills Ltd,Sugar,EQ,WAIT,"Stage 2 + RS 87; wait because price is more than 20% above the 30-week line (currently +37%) — the guide treats that as poor entry timing, not a failed trend."
