Symbol,Date,Close,R3M,R6M,R9M,R12M,RS_Blend,MA_30W,MA_30W_Slope_10S_Pct,Stage,MA_10W,High_52W,Near_52W_High,Low_52W,Volume_Ratio,U_D,AvgValue20,SMA_50,Below_50DMA,Ext_Pct,Extended_20Pct,Pct_From_52W_High,Above_MA_30W,Above_MA_10W,MA10W_Above_MA30W,MA_30W_Rising,Distribution,Heavy_Distribution,Breakout,Breakout_Confirmed,SMA_150,SMA_200,SMA_200_Rising,ATR_Pct,VCP_Contractions,Contraction_Ratio,Base_Depth_Pct,Volume_DryUp,VCP_Setup,VCP_Pivot,RS_Line,RS_Line_High_52W,RS_Line_At_High,Pct_To_Pivot,RS_Score,Liquid_UI_Filter,RS_Not_Lagging,Trend_Health,TT1_Above_150_200,TT2_150_Above_200,TT3_200_Rising,TT4_50_Above_150_200,TT5_Above_50,TT6_Above_52W_Low,TT7_Near_52W_High,TT8_RS,Trend_Template_Score,Trend_Template_Pass,RS_Line_NH_Before_Price,Stage1_Readiness,Company Name,Industry,Series,Action,Action_Reason
20MICRONS,2026-08-25,210.64999389648438,0.07765422690883916,0.21165251449907108,0.1274724276731245,-0.09255754519412673,0.08037517015914944,181.01353907091865,0.6020061967815238,Stage 2 — Advancing,197.68159275428923,236.80725970787037,False,128.8197409252814,0.4515766301717946,0.6975363426690491,35543350.54534225,197.96971130371094,False,16.37250725977717,False,-11.04580401954487,True,True,True,True,True,False,False,False,180.91686553955077,184.564356842041,False,3.1273952615598977,2,0.908626677577371,16.79197483714888,0.5198372748944214,False,218.11195942184597,0.008921462221172244,0.010215146898799498,False,3.5423525950959656,59.0,False,True,5,True,False,False,True,True,True,True,False,5,False,False,,20 Microns Ltd,Mining/Minerals,EQ,REDUCE,Stage 2 + RS 59; distribution warning (U/D 0.70) triggers REDUCE.
360ONE,2026-08-25,1210.0,0.05917364683234272,0.07529944853629145,0.08662853138760895,0.119441652455758,0.07994338520886878,1093.7671094920538,0.38916639011616905,Stage 2 — Advancing,1134.6941205193016,1229.0652744329707,True,900.8207868154223,0.47426608144139865,0.8263468940401802,1085378402.448822,1134.7160034179688,False,10.626840896863765,False,-1.5512011306125673,True,True,True,True,False,False,False,False,1094.0523506673178,1104.7872116088868,True,2.4025974025974026,3,0.809586491398856,13.271734858774664,0.6498485564987211,False,1222.9000244140625,0.051245998577731634,0.051245998577731634,True,1.0661177201704453,59.0,True,True,5,True,False,True,True,True,True,True,False,6,False,False,,360 ONE WAM Ltd,Finance - Capital Markets - Wealth Management,EQ,HOLD,Stage 2 + RS 59; trend/leadership is adequate without a stronger entry trigger.
3MINDIA,2026-08-25,33695.0,0.016896722133989295,-0.06193790245368702,-0.03136917450350474,0.12001909217884177,0.012101091897925721,33314.57730334052,0.17173247892197097,Stage 2 — Advancing,34495.857460171566,37487.09942436396,False,28319.862583025053,0.2983346072776967,0.7251573932278373,142749300.25,34548.996640625,True,1.141910621274289,False,-10.115745103232399,True,False,True,True,False,False,False,False,33314.7727734375,33670.87827148438,True,2.482352192991754,1,1.818766132538038,14.971359973910307,1.2384462353261187,False,37300.0,1.427052828162535,1.5957972004548862,False,10.698916753227472,47.0,True,False,3,True,False,True,True,False,False,True,False,4,False,False,,3M India Ltd,Diversified,EQ,WAIT,Stage 2 + RS 47; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
63MOONS,2026-08-25,782.75,0.21667837056666173,0.2932672449401075,0.08331605179444046,-0.17628929599277343,0.1267301483750196,669.9794553991867,1.4891845668172143,Stage 2 — Advancing,744.7843161190258,1006.4004873759529,False,467.0,0.270457139759849,3.667565129647095,1442289720.078195,746.312001953125,False,16.831940694901213,False,-22.222811910503935,True,True,True,True,False,False,False,False,668.4323364257813,687.0522525024414,True,4.7342244631379184,2,2.450197366476736,32.14677261682391,0.4742630288848385,False,957.9500122070312,0.03315107883199953,0.040907390561772276,False,22.382626918815873,65.0,True,True,5,True,False,True,True,True,True,True,False,6,False,False,,63 Moons Technologies Ltd,IT - Software,EQ,HOLD,Stage 2 + RS 65; trend/leadership is adequate without a stronger entry trigger.
AAREYDRUGS,2026-08-25,76.91000366210938,-0.06023940489228419,0.07191642734647208,-0.15390536445465985,0.23272967485987905,0.006052385593424581,77.62048281965585,1.3254702196432877,Stage 1 — Basing,82.51431364171646,100.0,False,50.310001373291016,1.5118362312030076,1.347428956248101,10839374.794419099,82.58599990844726,True,-0.9153243212841167,False,-23.08999633789063,False,False,True,True,False,False,False,False,77.19813336690267,77.41360006332397,False,5.757193244560253,2,0.875184059757159,20.971036554565735,3.7067921874730816,False,92.88999938964844,0.0032572974696543733,0.004221042197712998,False,20.777525635994465,46.0,False,False,2,False,False,False,True,False,True,True,False,3,False,False,1.0,Aarey Drugs & Pharmaceuticals Ltd,Pharmaceuticals Bulk Drugs,EQ,AVOID,Stage 1 + RS 46; weak RS in a basing stage is AVOID.
AARON,2026-08-25,138.97999572753906,0.1072061755218896,-0.1341273689903434,-0.25270701312387034,-0.4160571020966748,-0.11769582663342187,135.0671409870016,-0.7788837204577348,Stage 3 — Topping,126.67466616163067,249.1131639220943,False,106.42114596713844,0.21485211335840046,1.1516821946169773,2851431.35606308,126.72798889160157,False,2.896970137921273,False,-44.21009570935297,True,True,False,False,False,False,False,False,135.73735565185547,146.9802857208252,False,4.534737030461454,3,0.9476909731570343,28.19767299909263,0.6703522988198858,False,154.2508634721876,0.005886089804451748,0.00959059549992479,False,10.98781710612946,23.0,False,False,2,False,False,False,False,True,True,False,False,2,False,False,,Aaron Industries Ltd,Engineering - Light - General,EQ,SELL,Stage 3 + RS 23; RS below 50 in Stage 3 triggers SELL.
AARTECH,2026-08-25,47.099998474121094,0.09892668696662321,0.07632541774903046,-0.02140042740777104,-0.2115031178784441,0.008255049279212341,45.91406894552296,0.11347289378906833,Stage 2 — Advancing,48.80901964973001,64.75,False,33.5099983215332,0.14586179207236735,1.9484829211105896,4491137.404722023,48.8042000579834,True,2.582932760773682,False,-27.258689615257005,True,False,True,True,False,False,False,False,46.002333323160805,47.07975004196167,False,5.7324853034646726,2,0.9708980741931681,26.451297456870552,1.2869714851822958,False,60.97999954223633,0.0019947821940627863,0.002715996117776932,False,29.46921765982975,46.0,False,False,3,True,False,False,True,False,True,False,False,3,False,False,,Aartech Solonics Ltd,Electric Equipment - Switchgears/Relays/Circuits,EQ,WAIT,Stage 2 + RS 46; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
AARTIDRUGS,2026-08-25,422.20001220703125,0.07035111963803198,0.1420070280403456,-0.008720400133129358,-0.11735089599604032,0.03132759423744798,380.02693301684235,0.7107667666299333,Stage 2 — Advancing,402.0225500966988,531.6963704720772,False,318.95001220703125,0.5506994595934277,2.011000600622416,98377097.6083847,402.63700134277343,False,11.09739219149497,False,-20.59377576112236,True,True,True,True,False,False,False,False,379.8076690673828,388.2058250427246,False,3.231372470055776,2,1.5031304603268805,19.14471669172631,0.82695924447049,False,453.6499938964844,0.017881042334776696,0.022248616235203425,False,7.4490717148608665,50.0,True,True,5,True,False,False,True,True,True,True,False,5,False,False,,Aarti Drugs Ltd,Pharma - API,EQ,HOLD,Stage 2 + RS 50; trend/leadership is adequate without a stronger entry trigger.
AARTIIND,2026-08-25,538.9000244140625,0.11665979610135091,0.1808918970230533,0.419091571860599,0.3869515927026739,0.2440509307578056,463.4349329700209,2.553010262241373,Stage 2 — Advancing,493.21372776405485,551.75,True,338.04998779296875,0.9911465699319804,3.2085435652985392,988536131.08983,493.1440020751953,False,16.28385908684258,False,-2.3289489054712287,True,True,True,True,False,False,False,False,460.31000142415365,438.64750091552736,True,3.2877820835168254,3,1.0034227930776964,17.62573629361124,1.3414300675980029,False,551.75,0.02282352883029966,0.02310121638814901,False,2.38448227941892,77.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aarti Industries Ltd,Speciality Chemicals,EQ,HOLD,Stage 2 + RS 77; trend/leadership is adequate without a stronger entry trigger.
AARTIPHARM,2026-08-25,834.9500122070312,0.13994129058875315,0.17880845206379048,0.23246382833500245,0.013755388147043579,0.14098204994466856,706.279053988522,0.8003006421539283,Stage 2 — Advancing,727.1774519378064,944.0989338759356,False,585.0,0.5791057999655952,7.802357706241801,1156239552.991507,728.9340014648437,False,18.21814727364126,False,-11.561174126190432,True,True,True,True,False,False,False,False,707.9042484537761,714.7483209228516,False,5.7548366834833375,2,0.9596014401909031,31.444349954626126,1.3643237483683397,False,932.5999755859375,0.03536185713887482,0.040382449670908586,False,11.695306539464223,67.0,True,True,5,True,False,False,True,True,True,True,False,5,False,False,,Aarti Pharmalabs Ltd,Pharma - API,EQ,HOLD,Stage 2 + RS 67; trend/leadership is adequate without a stronger entry trigger.
AARTISURF,2026-08-25,548.9000244140625,0.38733737617009445,0.3521369821615572,0.2903150735531752,0.15793372985308585,0.3150121075816015,410.90586169012664,3.300850692711932,Stage 2 — Advancing,446.0637242934283,677.7000122070312,False,316.0,0.379068051256206,6.367341260073417,57976208.2514267,447.3019989013672,False,33.58291413910284,True,-19.005457499331058,True,True,True,True,False,False,False,False,411.28733317057294,411.8819993591309,True,8.274991094042933,2,2.85004475758605,46.64305746049624,1.5937128728938141,False,677.7000122070312,0.0232470494797024,0.02791069158548478,False,23.465108774673425,83.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,Aarti Surfactants Ltd,Speciality Chemicals,EQ,WAIT,"Stage 2 + RS 83; wait because price is more than 20% above the 30-week line (currently +34%) — the guide treats that as poor entry timing, not a failed trend."
AARVI,2026-08-25,150.75999450683594,0.20138112160318267,0.20157018096082613,0.17044427143502938,0.2511844530165388,0.20519222972375195,134.71835016711006,1.5044398291504057,Stage 2 — Advancing,148.7383778889974,166.2392228417855,False,113.3368487614219,0.6351401785328146,1.1284691136974037,6097941.77539978,148.9672366333008,False,11.907542157268992,False,-9.311417648818999,True,True,True,True,False,False,False,False,134.21800643920898,132.19535385131837,True,3.714152466533295,3,0.6808475342409355,19.513066472185095,0.7155587286982119,False,166.2392228417855,0.006384997077748878,0.00689886346749516,False,10.26746411445889,74.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aarvi Encon Ltd,Miscellaneous,EQ,HOLD,Stage 2 + RS 74; trend/leadership is adequate without a stronger entry trigger.
ABB,2026-08-25,7627.0,0.1423816375201461,0.25631933993612765,0.528123312727927,0.5191353469306457,0.3176682549269985,6670.809857930222,2.7977544517022057,Stage 2 — Advancing,7246.035184972427,7832.294844565128,True,4564.870705303207,0.5340940124119439,1.9927438122004535,2114062740.5398927,7252.169736328125,False,14.333943890381828,False,-2.6211327412882457,True,True,True,True,False,False,False,False,6616.61359375,6220.720673828125,True,1.9233169561558423,3,0.9756852997410669,15.256478182662764,0.4211572045493427,False,7832.294844565128,0.32301919929947037,0.32689961302851106,False,2.6916853882932745,83.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,ABB India Ltd,Electric Equipment - General,EQ,HOLD,Stage 2 + RS 83; trend/leadership is adequate without a stronger entry trigger.
ABBOTINDIA,2026-08-25,26415.0,-0.02425137001457145,0.023593894983175323,-0.10501191422183798,-0.14235038765667607,-0.05445422938489633,26206.11742829623,-0.05912350112013964,Stage 3 — Topping,26666.094324448528,32025.594940162126,False,24574.941813474234,0.9622140032622769,0.48920046683400215,254121311.0,26689.351796875,True,0.7970756151700176,False,-17.51909668078042,True,False,True,False,True,True,False,False,26225.74233072917,26690.680498046873,False,1.9685784592087827,2,2.0337644996368627,14.008038473109002,1.2020179337770716,False,28635.0,1.1187297953973396,1.3972645042803573,False,8.404315729699041,35.0,True,False,2,False,False,False,False,False,False,True,False,1,False,False,,Abbott India Ltd,Pharma - MNC bulk Drugs,EQ,SELL,Stage 3 + RS 35; RS below 50 in Stage 3 triggers SELL.
ABFRL,2026-08-25,54.47999954223633,-0.19121141554942178,-0.20940361853162226,-0.27774096086675915,-0.33544770295952187,-0.24100302269134938,62.046095835019464,-1.4235965025726882,Stage 4 — Declining,58.821960748410696,94.94999694824219,False,53.5099983215332,0.49358304795795105,0.9023785881096515,469892745.72518253,58.778999938964844,True,-12.194314873415058,False,-42.622431497355706,False,False,False,False,False,False,False,False,62.11086659749349,65.7033999633789,False,3.3721409963576026,2,1.2948365804105908,16.458657547893495,0.6259985527015699,False,64.0999984741211,0.002307340478558895,0.003998041459379272,False,17.657854281784147,6.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Aditya Birla Fashion & Retail Ltd,Textiles - Readymade Apparel,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ABINFRA,2026-08-25,12.569999694824219,-0.057721173085166444,-0.31348989287492246,-0.32708782176297,-0.34860229661106745,-0.22092447148385858,14.172671272330088,-2.6922488248497634,Stage 4 — Declining,10.790000017951517,23.559999465942383,False,8.819999694824219,0.33603853734976674,2.3910626536797364,134994155.6423041,10.795800018310548,False,-11.30818281684719,False,-46.64685916909706,False,True,False,False,False,False,False,False,14.284733359018961,15.458700003623962,False,8.654391952675034,3,1.1502397964542528,32.271468025128655,5.666848739969556,False,14.4399995803833,0.0005323654433744206,0.0009621150705232268,False,14.876689983764013,8.0,True,False,1,False,False,False,False,True,True,False,False,2,False,False,,A B Infrabuild Ltd,Construction - Civil/Turnkey,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ABREL,2026-08-25,1408.0,0.09694697375468664,0.11728020036452458,-0.1864483481341016,-0.23569171959648827,-0.022193183971338404,1326.7658749933112,-0.12318277065389571,Stage 3 — Topping,1388.6595865885417,1961.880003431885,False,1078.220335805519,0.5612672215503545,2.0528452140834177,309468981.21641237,1390.1645703125,False,6.122717394061583,False,-28.232104025882908,True,True,True,False,False,False,False,False,1327.021328938802,1417.9107202148436,False,3.47910113148875,1,0.9856832844383149,15.477089190625698,1.8006071133784793,False,1486.0,0.0596317074359059,0.08222320842603205,False,5.539772727272729,40.0,True,False,3,False,False,False,False,True,True,False,False,2,False,False,,Aditya Birla Real Estate Ltd,Realty - National,EQ,SELL,Stage 3 + RS 40; RS below 50 in Stage 3 triggers SELL.
ACC,2026-08-25,1305.9000244140625,-0.04980389314605704,-0.19117180191614402,-0.2972788071347996,-0.27341031872479116,-0.1722937428135698,1414.6363592278467,-1.765244483026951,Stage 4 — Declining,1350.684321384804,1975.569036609613,False,1244.4991052892974,0.4533494846852325,0.7923712129646475,223518663.38618773,1350.7180078125,True,-7.686521988812444,False,-33.897525208474,False,False,False,False,False,False,False,False,1422.056844889323,1511.2947314453124,False,1.5763632630180588,2,1.3493224028108446,9.04590297797511,0.6023514794548386,False,1413.9000244140625,0.055307562639489875,0.08036860726139042,False,8.270158356759193,14.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,ACC Ltd,Cement,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ACCELYA,2026-08-25,1134.800048828125,-0.006739563388949654,-0.04718719661786319,-0.0955159148759962,-0.15836735462495521,-0.06290991857934278,1156.7745946596747,-0.8390418786098142,Stage 4 — Declining,1129.2431449142157,1437.279399793039,False,1012.4000244140625,0.39014647137150466,0.5322226380098596,5846896.283734131,1129.5500073242188,False,-1.8996393880879259,False,-21.045271434939472,False,True,False,False,True,True,False,False,1160.2862101236979,1188.3539538574219,False,1.4766610073637119,3,0.5278742787089744,7.9745742021980925,0.566612750512861,False,1180.0,0.048061125362194944,0.06131162775943577,False,3.98307624489016,33.0,False,False,1,False,False,False,False,True,False,True,False,2,False,False,,Accelya Solutions India Ltd,IT Product Companies,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ACE,2026-08-25,1154.800048828125,0.3041956439186493,0.32552804482020514,0.1913752846087695,0.06876450608803797,0.23881182467086223,935.3517142517926,2.231974745134835,Stage 2 — Advancing,1044.3029438093597,1196.0,False,745.0999755859375,0.2959582289571263,1.6667583243274353,471569321.5733215,1046.5790026855468,False,23.461584688693684,True,-3.4448119708925584,True,True,True,True,False,False,False,False,931.7186686197916,936.0540023803711,True,3.3846309200421967,2,1.0037678668387873,22.144646788121864,0.8143230720389355,False,1196.0,0.048908166661000424,0.0505084190946617,False,3.567712974526116,77.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,Action Construction Equipment Ltd,Capital Goods - EPC/Cranes,EQ,HOLD,Stage 2 + RS 77; trend/leadership is adequate without a stronger entry trigger.
ACI,2026-08-25,499.25,-0.0791946384276413,-0.15003183336379677,-0.05615073872651788,-0.26793822577239934,-0.1265020149435993,556.5127885374304,-0.3859412615130897,Stage 4 — Declining,530.3421594956342,722.5861228075659,False,480.72878574771465,3.5210258984184453,0.6056846454305884,160330353.40776214,530.4000024414063,True,-10.289572803515012,False,-30.907889835997192,False,False,False,False,True,False,False,False,556.074404296875,551.2811503601074,False,2.946565058944443,3,0.9456403178002013,19.89243065072921,1.0485021985751075,False,604.25,0.02114426842143183,0.030708519116068003,False,21.03154732098147,21.0,True,False,0,False,True,False,False,False,False,False,False,1,False,False,,Archean Chemical Industries Ltd,Chemicals - Inorganic,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ACL,2026-08-25,44.29999923706055,-0.19819005905772769,-0.20021665056491134,-0.3931506953827323,-0.45091721530126694,-0.2881329358728732,52.63544835057752,-2.030630318982918,Stage 4 — Declining,49.13745102227903,109.98999786376953,False,40.5,1.3469614238376093,0.31849764900725286,646429.3361600876,49.04200004577637,True,-15.836189060267625,False,-59.72361114877985,False,False,False,False,True,True,False,False,52.92366673787435,57.502949981689454,False,3.8261857087414244,2,1.7582029904227832,19.898052511290267,0.8853728307638372,False,54.93000030517578,0.0018761964445420803,0.0045888699466998615,False,23.995488151662038,4.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Andhra Cements Ltd,Cement,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ACMESOLAR,2026-08-25,399.29998779296875,0.32834324579309704,0.7069938052264353,0.6873630592502242,0.3176786761280359,0.47374440643817795,305.91921244582085,3.799255098013554,Stage 2 — Advancing,371.65980260512407,411.5,True,195.72747422084996,0.9243573252869444,2.6395146435285777,872205060.1247528,372.29999877929686,False,30.524652113402627,True,-2.964766028440158,True,True,True,True,False,False,False,False,303.22042154947917,285.4546085357666,True,3.3236750925872407,2,0.7989088393323435,20.534629404617256,1.102234749567696,False,411.5,0.016911179013658458,0.017401937069613464,False,3.055350007512847,90.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,ACME Solar Holdings Ltd,Engineering - Turnkey Services,EQ,WAIT,"Stage 2 + RS 90; wait because price is more than 20% above the 30-week line (currently +31%) — the guide treats that as poor entry timing, not a failed trend."
ACUTAAS,2026-08-25,3313.39990234375,0.13325119604939428,0.5298028772051167,0.8571828640127395,1.3200710533925286,0.5947118373418346,2769.796572332513,3.71942826175764,Stage 2 — Advancing,3346.343132467831,3740.0,False,1302.0,1.0875476841784129,0.9757400527627291,1007499908.1555176,3353.3399951171873,True,19.62611028698962,False,-11.40641972342914,True,False,True,True,False,False,False,False,2739.447330729167,2482.612498779297,True,3.6533475438707996,3,0.5075058027576167,20.791446461397058,0.7186238880939707,True,3740.0,0.1403293278371603,0.15868608046725632,False,12.87499578165896,93.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Acutaas Chemicals Ltd,Pharma - API & CRAMS,EQ,WAIT,Stage 2 + RS 93; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
ADANIENSOL,2026-08-25,1594.5,0.1354411055746918,0.5740375123395853,0.6412763767370047,0.9789016444306546,0.4930195489313257,1331.8143858191086,3.384466480511583,Stage 2 — Advancing,1606.382360121783,1789.0,False,744.9000244140625,0.8737709910024981,1.0084852403252655,3340963728.5415406,1608.6880078125,True,19.723890729662852,False,-10.871995528228062,True,False,True,True,False,False,False,False,1319.7813354492187,1237.3375009155272,True,2.8952203952341757,2,1.2345520340557288,18.11067635550587,1.1601128269039416,False,1789.0,0.06753036754726702,0.07457985437971158,False,12.198181248040129,91.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Energy Solutions Ltd,Power - Transmission/Equipment,EQ,WAIT,Stage 2 + RS 91; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
ADANIENT,2026-08-25,3110.0,0.0918309640894428,0.3941795507870345,0.3337008928744367,0.3510750745985931,0.25252348928779,2580.240149929099,2.3862056226179096,Stage 2 — Advancing,3059.9176480162378,3245.0,False,1752.216581309528,1.3650872805722285,0.9161561817653883,3217636484.345361,3062.2439990234375,False,20.531416429802384,True,-4.1602465331278875,True,True,True,True,False,False,False,False,2564.9957975260418,2491.209093017578,True,1.972669146725712,2,1.0428132414944113,9.620953811151772,0.6652918342277143,False,3245.0,0.13171492196425238,0.1378515671461701,False,4.340836012861726,78.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Adani Enterprises Ltd,Trading,EQ,HOLD,Stage 2 + RS 78; trend/leadership is adequate without a stronger entry trigger.
ADANIGREEN,2026-08-25,1330.0,-0.057472877180273496,0.379453369622921,0.3147489443439728,0.3795249804790053,0.19175630801707044,1231.548287587623,2.212683580517094,Stage 2 — Advancing,1443.811762791054,1631.5,False,765.0,1.0777526227504695,0.6402788782416677,2015501875.3865724,1443.037998046875,True,7.994141472538274,False,-18.47992644805394,True,False,True,True,True,False,False,False,1221.6336665852864,1170.2062496948242,True,2.3297538716350026,1,1.0227746690120254,21.47716974649479,0.4889621665276393,False,1631.5,0.05632824637056452,0.06916112468322001,False,22.669172932330817,73.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Green Energy Ltd,Power - Generation/Distribution,EQ,REDUCE,Stage 2 + RS 73; distribution warning (U/D 0.64) triggers REDUCE.
ADANIPORTS,2026-08-25,1702.699951171875,-0.05159697441569111,0.11851639618547782,0.15228507538108138,0.27564599815226587,0.08865070417748858,1642.5795313168878,1.13675561651283,Stage 2 — Advancing,1767.7705820121016,1891.0999755859375,False,1286.5777387006826,0.6521635547151784,0.45744711731301063,3638565573.5964785,1766.6859936523438,True,3.6601223081592638,False,-9.962457133218916,True,False,True,True,True,True,False,False,1635.0830680338543,1595.6597052001953,True,1.5777462113589005,1,0.8652524165932205,13.256832235651542,0.6970116629443442,False,1891.0999755859375,0.07211285890583274,0.08156737562579439,False,11.064781219051367,60.0,True,True,4,True,True,True,True,False,True,True,False,6,False,False,,Adani Ports & Special Economic Zone Ltd,Marine Port & Services,EQ,REDUCE,Stage 2 + RS 60; distribution warning (U/D 0.46) triggers REDUCE.
ADANIPOWER,2026-08-25,206.3300018310547,-0.11590540100185731,0.468123037482836,0.4051348881558998,0.703376591344161,0.26896474299583645,194.29061711977607,2.1599527614052816,Stage 2 — Advancing,216.06254966586243,254.1999969482422,False,116.69999694824219,0.5953795133650263,0.6799796973478158,2902043226.9361086,215.93180053710938,True,6.19658575887716,False,-18.831626944092505,True,False,True,True,True,False,False,False,192.76946736653645,180.95810050964354,True,1.9632214071286629,2,0.5727665420191916,14.46709440518843,0.5037924404353724,True,235.5,0.008738501636675697,0.01083753491595467,False,14.137545635670579,79.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Power Ltd,Power - Generation/Distribution,EQ,REDUCE,Stage 2 + RS 79; distribution warning (U/D 0.68) triggers REDUCE.
ADFFOODS,2026-08-25,276.70001220703125,-0.0005085146159093945,0.3557687196375947,0.36042447123959787,0.20428974393269828,0.18389318111561442,248.82072229254734,2.094320648091852,Stage 2 — Advancing,291.5323486328125,346.1881784193172,False,152.76382902708204,0.3037345846261911,1.0202989902439257,56768428.842732236,291.3512249755859,True,11.204569160323086,False,-20.07236830834791,True,False,True,True,False,False,False,False,246.96298960367838,236.84870643615722,True,3.2887616632556753,2,1.258159705159106,26.095106057139912,0.22403188315130487,False,346.1881784193172,0.011718816885966817,0.013727769925049602,False,25.11317786292464,72.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,ADF Foods Ltd,FMCG - Contract Mfg,EQ,HOLD,Stage 2 + RS 72; trend/leadership is adequate without a stronger entry trigger.
ADOR,2026-08-25,1580.4000244140625,0.48873898995650844,0.5184099021819648,0.4733209564985439,0.757739337475118,0.5453896352137287,1148.0892304720944,3.486732849354346,Stage 2 — Advancing,1394.1011867149202,1701.9000244140625,False,833.6830524113437,0.5417193340773307,2.2637145703160373,70069284.70260009,1399.0176025390624,False,37.65480787274713,True,-7.139079749518807,True,True,True,True,False,False,False,False,1143.9331233723958,1117.284256286621,True,4.091641713597129,1,1.5613164385478586,32.75479117606346,1.0649634022147416,False,1701.9000244140625,0.06693320446559511,0.07162010959718838,False,7.687926988298188,92.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Ador Welding Ltd,Welding Equipments,EQ,WAIT,"Stage 2 + RS 92; wait because price is more than 20% above the 30-week line (currently +38%) — the guide treats that as poor entry timing, not a failed trend."
ADSL,2026-08-25,108.51000213623047,-0.1257653904683097,-0.07948757495339875,-0.32396731761392494,-0.3080032520768238,-0.19259778511615336,117.62116413900297,-0.8581861085245945,Stage 4 — Declining,118.22999931784237,209.52999877929688,False,86.2699966430664,0.20182186999800802,0.6398165511687113,11036774.59015007,118.16139923095703,True,-7.746192676689601,False,-48.21266512270316,False,False,True,False,True,False,False,False,117.7335331217448,127.14799987792969,False,2.7693294388404004,3,0.6301733862094092,24.767506894114714,0.24876388687689543,False,137.63999938964844,0.004595622657142912,0.008680320666321555,False,26.845448972387164,11.0,False,False,1,False,False,False,False,False,False,False,False,0,False,False,,Allied Digital Services Ltd,IT - Software,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ADVANIHOTR,2026-08-25,50.34000015258789,-0.04149066711487026,-0.06806257469049304,-0.032909710565359185,-0.1819970823884941,-0.07319014037481737,52.45778109929333,-0.721812464967142,Stage 4 — Declining,51.86333330939798,63.40849582323182,False,46.30266926768015,0.5036695787213167,1.0742543475875497,1869900.0775476457,51.84919998168945,True,-4.037114994812407,False,-20.61000738304195,False,False,False,False,False,False,False,False,52.62285405476888,53.183414459228516,False,2.7172378231638725,2,1.4177458203783,10.795558478482343,1.3618522133682724,False,54.93000030517578,0.0021320029555558094,0.002649311054985328,False,9.117997891686391,32.0,False,False,0,False,False,False,False,False,False,True,False,1,False,False,,Advani Hotels & Resorts (India) Ltd,Hotels,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ADVENZYMES,2026-08-25,299.75,-0.2011589212767002,-0.010539814553178317,-0.03650747142126065,-0.026694869654986353,-0.09521199963656517,319.9023690419654,0.49057117996051947,Stage 1 — Basing,323.1041475183824,417.20001286678644,False,250.86763242464252,0.5893567524929872,1.1666984311650652,114881431.9795517,322.2268963623047,True,-6.2995372939303795,False,-28.151967700031854,False,False,True,True,False,False,False,False,318.5642734781901,315.49981674194333,True,3.3194325698312577,3,0.2043178070265994,24.341734221132732,0.7666559641332324,False,384.69027117756684,0.012695031465847155,0.017335545982790617,False,28.337037924125717,27.0,True,False,2,False,True,True,True,False,False,False,False,3,False,False,3.0,Advanced Enzyme Technologies Ltd,Seeds/Tissue Culture/Bio Technology,EQ,AVOID,Stage 1 + RS 27; weak RS in a basing stage is AVOID.
